"","Date","AAPL.Adjusted","MSFT.Adjusted"
"2011-08-25",2011-08-25,46.592922,20.183268
"2011-08-26",2011-08-26,47.822189,20.741858
"2011-08-29",2011-08-29,48.618855,21.226522
"2011-08-30",2011-08-30,48.621349,21.546896
"2011-08-31",2011-08-31,47.978035,21.850836
"2011-09-01",2011-09-01,47.504276,21.530468
"2011-09-02",2011-09-02,46.63406,21.19367
"2011-09-06",2011-09-06,47.343441,20.955446
"2011-09-07",2011-09-07,47.865822,21.357954
"2011-09-08",2011-09-08,47.891994,21.538681
"2011-09-09",2011-09-09,47.061695,21.144381
"2011-09-12",2011-09-12,47.368378,21.267595
"2011-09-13",2011-09-13,47.951855,21.39081
"2011-09-14",2011-09-14,48.53532,21.768692
"2011-09-15",2011-09-15,48.991619,22.1712
"2011-09-16",2011-09-16,49.931667,22.277998
"2011-09-19",2011-09-19,51.319279,22.351925
"2011-09-20",2011-09-20,51.546181,22.162989
"2011-09-21",2011-09-21,51.382862,21.349743
"2011-09-22",2011-09-22,50.09623,20.585789
"2011-09-23",2011-09-23,50.405426,20.585789
"2011-09-26",2011-09-26,50.264545,20.897938
"2011-09-27",2011-09-27,49.777065,21.086878
"2011-09-28",2011-09-28,49.496552,21.012941
"2011-09-29",2011-09-29,48.693657,20.906155
"2011-09-30",2011-09-30,47.540436,20.44614
"2011-10-03",2011-10-03,46.702629,20.15041
"2011-10-04",2011-10-04,46.440807,20.81579
"2011-10-05",2011-10-05,47.157684,21.267595
"2011-10-06",2011-10-06,47.04797,21.637251
"2011-10-07",2011-10-07,46.104191,21.563324
"2011-10-10",2011-10-10,48.474228,22.130133
"2011-10-11",2011-10-11,49.905479,22.179417
"2011-10-12",2011-10-12,50.142365,22.146555
"2011-10-13",2011-10-13,50.920311,22.327276
"2011-10-14",2011-10-14,52.612141,22.401211
"2011-10-17",2011-10-17,52.361549,22.162989
"2011-10-18",2011-10-18,52.642063,22.434067
"2011-10-19",2011-10-19,49.697277,22.286209
"2011-10-20",2011-10-20,49.284611,22.212276
"2011-10-21",2011-10-21,48.980404,22.310854
"2011-10-24",2011-10-24,50.588688,22.335493
"2011-10-25",2011-10-25,49.591316,22.023338
"2011-10-26",2011-10-26,49.944126,21.842623
"2011-10-27",2011-10-27,50.454041,22.384777
"2011-10-28",2011-10-28,50.486454,22.162989
"2011-10-31",2011-10-31,50.46526,21.875479
"2011-11-01",2011-11-01,49.434212,21.349743
"2011-11-02",2011-11-02,49.546417,21.366163
"2011-11-03",2011-11-03,50.252079,21.793327
"2011-11-04",2011-11-04,49.89925,21.563324
"2011-11-07",2011-11-07,49.835667,22.015121
"2011-11-08",2011-11-08,50.646034,22.310854
"2011-11-09",2011-11-09,49.280857,21.522247
"2011-11-10",2011-11-10,48.026649,21.587963
"2011-11-11",2011-11-11,47.951855,22.105484
"2011-11-14",2011-11-14,47.283596,21.982265
"2011-11-15",2011-11-15,48.476723,22.131241
"2011-11-16",2011-11-16,47.970539,21.576715
"2011-11-17",2011-11-17,47.052963,21.138071
"2011-11-18",2011-11-18,46.745018,20.939428
"2011-11-21",2011-11-21,46.005707,20.691137
"2011-11-22",2011-11-22,46.94075,20.51734
"2011-11-23",2011-11-23,45.753868,20.252487
"2011-11-25",2011-11-25,45.327473,20.111786
"2011-11-28",2011-11-28,46.892124,20.583548
"2011-11-29",2011-11-29,46.528076,20.558716
"2011-11-30",2011-11-30,47.650143,21.171169
"2011-12-01",2011-12-01,48.36451,20.922884
"2011-12-02",2011-12-02,48.585194,20.873222
"2011-12-05",2011-12-05,48.99786,21.270491
"2011-12-06",2011-12-06,48.741039,21.237379
"2011-12-07",2011-12-07,48.509136,21.187727
"2011-12-08",2011-12-08,48.70488,21.022192
"2011-12-09",2011-12-09,49.073914,21.270491
"2011-12-12",2011-12-12,48.851982,21.113243
"2011-12-13",2011-12-13,48.474228,21.320152
"2011-12-14",2011-12-14,47.399548,21.179453
"2011-12-15",2011-12-15,47.243706,21.154621
"2011-12-16",2011-12-16,47.503029,21.518785
"2011-12-19",2011-12-19,47.651386,21.129787
"2011-12-20",2011-12-20,49.364403,21.543617
"2011-12-21",2011-12-21,49.426735,21.320152
"2011-12-22",2011-12-22,49.688553,21.361528
"2011-12-23",2011-12-23,50.284481,21.543617
"2011-12-27",2011-12-27,50.683445,21.551893
"2011-12-28",2011-12-28,50.198467,21.369808
"2011-12-29",2011-12-29,50.50766,21.535337
"2011-12-30",2011-12-30,50.492691,21.485676
"2012-01-03",2012-01-03,51.269413,22.156071
"2012-01-04",2012-01-04,51.544937,22.677486
"2012-01-05",2012-01-05,52.117188,22.909233
"2012-01-06",2012-01-06,52.662014,23.265116
"2012-01-09",2012-01-09,52.578468,22.958887
"2012-01-10",2012-01-10,52.766739,23.041651
"2012-01-11",2012-01-11,52.68071,22.942329
"2012-01-12",2012-01-12,52.536091,23.17408
"2012-01-13",2012-01-13,52.339104,23.380983
"2012-01-17",2012-01-17,52.94875,23.389263
"2012-01-18",2012-01-18,53.498566,23.364435
"2012-01-19",2012-01-19,53.329014,23.273396
"2012-01-20",2012-01-20,52.400188,24.589346
"2012-01-23",2012-01-23,53.286617,24.605904
"2012-01-24",2012-01-24,52.41391,24.283119
"2012-01-25",2012-01-25,55.686584,24.465204
"2012-01-26",2012-01-26,55.433498,24.415541
"2012-01-27",2012-01-27,55.763882,24.192081
"2012-01-30",2012-01-30,56.478256,24.50659
"2012-01-31",2012-01-31,56.910862,24.440378
"2012-02-01",2012-02-01,56.874741,24.738325
"2012-02-02",2012-02-02,56.741318,24.787991
"2012-02-03",2012-02-03,57.309841,25.028
"2012-02-06",2012-02-06,57.844673,24.994896
"2012-02-07",2012-02-07,58.450588,25.119045
"2012-02-08",2012-02-08,59.429268,25.375614
"2012-02-09",2012-02-09,61.485157,25.46665
"2012-02-10",2012-02-10,61.5163,25.243189
"2012-02-13",2012-02-13,62.660805,25.309401
"2012-02-14",2012-02-14,63.516068,25.201105
"2012-02-15",2012-02-15,62.046181,25.034481
"2012-02-16",2012-02-16,62.612183,26.067522
"2012-02-17",2012-02-17,62.600983,26.034197
"2012-02-21",2012-02-21,64.188057,26.19248
"2012-02-22",2012-02-22,63.962383,26.050858
"2012-02-23",2012-02-23,64.380043,26.134163
"2012-02-24",2012-02-24,65.130592,26.225803
"2012-02-27",2012-02-27,65.548248,26.1175
"2012-02-28",2012-02-28,66.751328,26.550711
"2012-02-29",2012-02-29,67.627808,26.44241
"2012-03-01",2012-03-01,67.880882,26.900608
"2012-03-02",2012-03-02,67.969383,26.725662
"2012-03-05",2012-03-05,66.470848,26.492392
"2012-03-06",2012-03-06,66.109253,26.292456
"2012-03-07",2012-03-07,66.162865,26.525721
"2012-03-08",2012-03-08,67.571671,26.667349
"2012-03-09",2012-03-09,67.968147,26.650681
"2012-03-12",2012-03-12,68.819656,26.692339
"2012-03-13",2012-03-13,70.82692,27.21719
"2012-03-14",2012-03-14,73.50489,27.300497
"2012-03-15",2012-03-15,73.003716,27.367149
"2012-03-16",2012-03-16,73.004959,27.158869
"2012-03-19",2012-03-19,74.941124,26.825634
"2012-03-20",2012-03-20,75.54705,26.650681
"2012-03-21",2012-03-21,75.115662,26.584036
"2012-03-22",2012-03-22,74.721718,26.659012
"2012-03-23",2012-03-23,74.311539,26.667349
"2012-03-26",2012-03-26,75.67421,27.150543
"2012-03-27",2012-03-27,76.609261,27.092218
"2012-03-28",2012-03-28,77.000732,26.817305
"2012-03-29",2012-03-29,76.033279,26.758987
"2012-03-30",2012-03-30,74.747902,26.875616
"2012-04-02",2012-04-02,77.126678,26.900608
"2012-04-03",2012-04-03,78.459396,26.609028
"2012-04-04",2012-04-04,77.834793,26.000874
"2012-04-05",2012-04-05,79.002983,26.259125
"2012-04-09",2012-04-09,79.320908,25.909233
"2012-04-10",2012-04-10,78.349701,25.38438
"2012-04-11",2012-04-11,78.070435,25.284407
"2012-04-12",2012-04-12,77.642792,25.809261
"2012-04-13",2012-04-13,75.456039,25.667631
"2012-04-16",2012-04-16,72.326714,25.892569
"2012-04-17",2012-04-17,76.013306,26.19248
"2012-04-18",2012-04-18,75.843781,25.942553
"2012-04-19",2012-04-19,73.238098,25.834249
"2012-04-20",2012-04-20,71.435303,27.008915
"2012-04-23",2012-04-23,71.275726,26.758987
"2012-04-24",2012-04-24,69.851974,26.592365
"2012-04-25",2012-04-25,76.050713,26.825634
"2012-04-26",2012-04-26,75.763977,26.750654
"2012-04-27",2012-04-27,75.177994,26.642355
"2012-04-30",2012-04-30,72.806702,26.675678
"2012-05-01",2012-05-01,72.576073,26.667349
"2012-05-02",2012-05-02,73.056076,26.492392
"2012-05-03",2012-05-03,72.53743,26.459072
"2012-05-04",2012-05-04,70.471588,25.809261
"2012-05-07",2012-05-07,70.998962,25.534336
"2012-05-08",2012-05-08,70.836876,25.409382
"2012-05-09",2012-05-09,70.961578,25.625978
"2012-05-10",2012-05-10,71.128624,25.609316
"2012-05-11",2012-05-11,70.65361,25.959217
"2012-05-14",2012-05-14,69.595131,25.559332
"2012-05-15",2012-05-15,68.965553,25.33292
"2012-05-16",2012-05-16,68.081581,25.072968
"2012-05-17",2012-05-17,66.091835,24.922024
"2012-05-18",2012-05-18,66.124229,24.544674
"2012-05-21",2012-05-21,69.976631,24.947184
"2012-05-22",2012-05-22,69.439308,24.955561
"2012-05-23",2012-05-23,71.133591,24.410501
"2012-05-24",2012-05-24,70.480331,24.376957
"2012-05-25",2012-05-25,70.102554,24.36857
"2012-05-29",2012-05-29,71.346817,24.787857
"2012-05-30",2012-05-30,72.207024,24.603371
"2012-05-31",2012-05-31,72.027489,24.477589
"2012-06-01",2012-06-01,69.940491,23.857056
"2012-06-04",2012-06-04,70.351906,23.940908
"2012-06-05",2012-06-05,70.169876,23.907368
"2012-06-06",2012-06-06,71.245819,24.611753
"2012-06-07",2012-06-07,71.278229,24.511127
"2012-06-08",2012-06-08,72.350426,24.863329
"2012-06-11",2012-06-11,71.209648,24.234402
"2012-06-12",2012-06-12,71.831764,24.561445
"2012-06-13",2012-06-13,71.333084,24.427273
"2012-06-14",2012-06-14,71.254547,24.603371
"2012-06-15",2012-06-15,71.578697,25.173592
"2012-06-18",2012-06-18,73.031143,25.022654
"2012-06-19",2012-06-19,73.234352,25.743818
"2012-06-20",2012-06-20,73.026138,25.936682
"2012-06-21",2012-06-21,72.02005,25.274218
"2012-06-22",2012-06-22,72.57235,25.743818
"2012-06-25",2012-06-25,71.15979,25.047806
"2012-06-26",2012-06-26,71.316895,25.173592
"2012-06-27",2012-06-27,71.624825,25.299376
"2012-06-28",2012-06-28,70.945343,25.08135
"2012-06-29",2012-06-29,72.809204,25.651567
"2012-07-02",2012-07-02,73.871437,25.626415
"2012-07-03",2012-07-03,74.730423,25.794132
"2012-07-05",2012-07-05,76.043243,25.743818
"2012-07-06",2012-07-06,75.537079,25.316145
"2012-07-09",2012-07-09,76.535713,25.15682
"2012-07-10",2012-07-10,75.827576,24.938789
"2012-07-11",2012-07-11,75.356277,24.569826
"2012-07-12",2012-07-12,74.666847,24.007992
"2012-07-13",2012-07-13,75.423622,24.645296
"2012-07-16",2012-07-16,75.665482,24.687231
"2012-07-17",2012-07-17,75.669235,24.871714
"2012-07-18",2012-07-18,75.584435,25.53417
"2012-07-19",2012-07-19,76.58931,25.718662
"2012-07-20",2012-07-20,75.340096,25.257448
"2012-07-23",2012-07-23,75.281479,24.553061
"2012-07-24",2012-07-24,74.918701,24.444048
"2012-07-25",2012-07-25,71.683426,24.175707
"2012-07-26",2012-07-26,71.672203,24.452425
"2012-07-27",2012-07-27,72.953835,24.955561
"2012-07-30",2012-07-30,74.184357,24.854939
"2012-07-31",2012-07-31,76.145485,24.712381
"2012-08-01",2012-08-01,75.653015,24.662073
"2012-08-02",2012-08-02,75.775192,24.477589
"2012-08-03",2012-08-03,76.761353,24.947184
"2012-08-06",2012-08-06,77.615356,25.114897
"2012-08-07",2012-08-07,77.410919,25.374851
"2012-08-08",2012-08-08,77.279991,25.433542
"2012-08-09",2012-08-09,77.720711,25.576103
"2012-08-10",2012-08-10,77.842194,25.509022
"2012-08-13",2012-08-13,78.881424,25.483858
"2012-08-14",2012-08-14,79.093018,25.43321
"2012-08-15",2012-08-15,78.985336,25.492304
"2012-08-16",2012-08-16,79.675262,25.981894
"2012-08-17",2012-08-17,81.148941,26.083185
"2012-08-20",2012-08-20,83.282509,25.948126
"2012-08-21",2012-08-21,82.144341,25.99877
"2012-08-22",2012-08-22,83.748283,25.779303
"2012-08-23",2012-08-23,82.96698,25.542952
"2012-08-24",2012-08-24,83.040863,25.796185
"2012-08-27",2012-08-27,84.600945,25.90592
"2012-08-28",2012-08-28,84.490768,25.855272
"2012-08-29",2012-08-29,84.324242,25.872149
"2012-08-30",2012-08-30,83.122215,25.593597
"2012-08-31",2012-08-31,83.293762,26.015656
"2012-09-04",2012-09-04,84.512062,25.652683
"2012-09-05",2012-09-05,83.918564,25.652683
"2012-09-06",2012-09-06,84.67482,26.463032
"2012-09-07",2012-09-07,85.196938,26.125389
"2012-09-10",2012-09-10,82.980743,25.931242
"2012-09-11",2012-09-11,82.71154,25.990326
"2012-09-12",2012-09-12,83.863472,25.981894
"2012-09-13",2012-09-13,85.514977,26.116943
"2012-09-14",2012-09-14,86.554214,26.344858
"2012-09-17",2012-09-17,87.618484,26.344858
"2012-09-18",2012-09-18,87.88517,26.31954
"2012-09-19",2012-09-19,87.908958,26.209795
"2012-09-20",2012-09-20,87.483246,26.547443
"2012-09-21",2012-09-21,87.657303,26.327978
"2012-09-24",2012-09-24,86.492859,25.981894
"2012-09-25",2012-09-25,84.333,25.652683
"2012-09-26",2012-09-26,83.286255,25.466976
"2012-09-27",2012-09-27,85.307114,25.458532
"2012-09-28",2012-09-28,83.526672,25.120886
"2012-10-01",2012-10-01,82.561295,24.892981
"2012-10-02",2012-10-02,82.801704,25.036482
"2012-10-03",2012-10-03,84.071335,25.205303
"2012-10-04",2012-10-04,83.489082,25.348803
"2012-10-05",2012-10-05,81.709885,25.196863
"2012-10-08",2012-10-08,79.90435,25.13777
"2012-10-09",2012-10-09,79.613876,24.715719
"2012-10-10",2012-10-10,80.247459,24.462481
"2012-10-11",2012-10-11,78.643517,24.437155
"2012-10-12",2012-10-12,78.8451,24.648188
"2012-10-15",2012-10-15,79.477425,24.909864
"2012-10-16",2012-10-16,81.359299,24.892981
"2012-10-17",2012-10-17,80.710701,24.97739
"2012-10-18",2012-10-18,79.211945,24.901419
"2012-10-19",2012-10-19,76.357224,24.17548
"2012-10-22",2012-10-22,79.386002,23.635246
"2012-10-23",2012-10-23,76.797958,23.677454
"2012-10-24",2012-10-24,77.232414,23.550831
"2012-10-25",2012-10-25,76.319649,23.533955
"2012-10-26",2012-10-26,75.625992,23.812511
"2012-10-31",2012-10-31,74.539169,24.091064
"2012-11-01",2012-11-01,74.691963,24.918303
"2012-11-02",2012-11-02,72.220314,24.901419
"2012-11-05",2012-11-05,73.19944,25.01115
"2012-11-06",2012-11-06,72.977837,25.205303
"2012-11-07",2012-11-07,70.185509,24.546892
"2012-11-08",2012-11-08,67.638435,24.318985
"2012-11-09",2012-11-09,68.809464,24.335867
"2012-11-12",2012-11-12,68.277412,23.82095
"2012-11-13",2012-11-13,68.286209,23.055004
"2012-11-14",2012-11-14,67.529022,22.842236
"2012-11-15",2012-11-15,66.11274,22.689053
"2012-11-16",2012-11-16,66.371834,22.569904
"2012-11-19",2012-11-19,71.157799,22.748627
"2012-11-20",2012-11-20,70.551529,22.731602
"2012-11-21",2012-11-21,70.650894,22.935856
"2012-11-23",2012-11-23,71.883545,23.574144
"2012-11-26",2012-11-26,74.151367,23.310316
"2012-11-27",2012-11-27,73.553886,23.046494
"2012-11-28",2012-11-28,73.322472,23.28479
"2012-11-29",2012-11-29,74.129974,22.935856
"2012-11-30",2012-11-30,73.616791,22.655014
"2012-12-03",2012-12-03,73.731262,22.493311
"2012-12-04",2012-12-04,72.430695,22.442249
"2012-12-05",2012-12-05,67.769272,22.697561
"2012-12-06",2012-12-06,68.8321,22.748627
"2012-12-07",2012-12-07,67.072418,22.518839
"2012-12-10",2012-12-10,66.641022,22.927343
"2012-12-11",2012-12-11,68.096306,23.250746
"2012-12-12",2012-12-12,67.79567,23.182661
"2012-12-13",2012-12-13,66.624657,23.072025
"2012-12-14",2012-12-14,64.121635,22.816711
"2012-12-17",2012-12-17,65.258675,23.063515
"2012-12-18",2012-12-18,67.154205,23.454998
"2012-12-19",2012-12-19,66.199516,23.242231
"2012-12-20",2012-12-20,65.623436,23.557125
"2012-12-21",2012-12-21,65.321556,23.361383
"2012-12-24",2012-12-24,65.427216,23.029474
"2012-12-26",2012-12-26,64.525383,22.859259
"2012-12-27",2012-12-27,64.784477,22.944363
"2012-12-28",2012-12-28,64.096474,22.595436
"2012-12-31",2012-12-31,66.936584,22.731602
"2013-01-02",2013-01-02,69.057251,23.506062
"2013-01-03",2013-01-03,68.1856,23.19117
"2013-01-04",2013-01-04,66.286301,22.757137
"2013-01-07",2013-01-07,65.89637,22.714586
"2013-01-08",2013-01-08,66.073723,22.595436
"2013-01-09",2013-01-09,65.041084,22.723091
"2013-01-10",2013-01-10,65.847328,22.518839
"2013-01-11",2013-01-11,65.443581,22.833727
"2013-01-14",2013-01-14,63.110344,22.884794
"2013-01-15",2013-01-15,61.119232,23.157133
"2013-01-16",2013-01-16,63.656235,23.012445
"2013-01-17",2013-01-17,63.227329,23.19117
"2013-01-18",2013-01-18,62.890232,23.19117
"2013-01-22",2013-01-22,63.490219,23.106068
"2013-01-23",2013-01-23,64.65242,23.497553
"2013-01-24",2013-01-24,56.664101,23.514566
"2013-01-25",2013-01-25,55.328323,23.727333
"2013-01-28",2013-01-28,56.579826,23.752867
"2013-01-29",2013-01-29,57.641415,23.837973
"2013-01-30",2013-01-30,57.460304,23.701803
"2013-01-31",2013-01-31,57.291748,23.361383
"2013-02-01",2013-02-01,57.056534,23.769892
"2013-02-04",2013-02-04,55.635216,23.352871
"2013-02-05",2013-02-05,57.587337,23.40394
"2013-02-06",2013-02-06,57.525696,23.267767
"2013-02-07",2013-02-07,59.236176,23.216702
"2013-02-08",2013-02-08,60.0914,23.446489
"2013-02-11",2013-02-11,60.717636,23.710316
"2013-02-12",2013-02-12,59.195671,23.727333
"2013-02-13",2013-02-13,59.083073,23.854996
"2013-02-14",2013-02-14,59.029938,23.863506
"2013-02-15",2013-02-15,58.216469,23.837973
"2013-02-19",2013-02-19,58.194962,24.069658
"2013-02-20",2013-02-20,56.785591,23.915203
"2013-02-21",2013-02-21,56.432617,23.589127
"2013-02-22",2013-02-22,57.033562,23.820812
"2013-02-25",2013-02-25,56.020184,23.486153
"2013-02-26",2013-02-26,56.800774,23.486153
"2013-02-27",2013-02-27,56.244118,23.863714
"2013-02-28",2013-02-28,55.843075,23.855135
"2013-03-01",2013-03-01,54.46027,23.983852
"2013-03-04",2013-03-04,53.142014,24.155468
"2013-03-05",2013-03-05,54.545052,24.327089
"2013-03-06",2013-03-06,53.851746,24.103985
"2013-03-07",2013-03-07,54.47419,24.146887
"2013-03-08",2013-03-08,54.618427,24.026758
"2013-03-11",2013-03-11,55.396481,23.915203
"2013-03-12",2013-03-12,54.202187,23.949524
"2013-03-13",2013-03-13,54.192066,23.958107
"2013-03-14",2013-03-14,54.717102,24.146887
"2013-03-15",2013-03-15,56.128983,24.061085
"2013-03-18",2013-03-18,57.654751,24.112564
"2013-03-19",2013-03-19,57.49913,24.181211
"2013-03-20",2013-03-20,57.194225,24.301346
"2013-03-21",2013-03-21,57.276463,24.121149
"2013-03-22",2013-03-22,58.437866,24.24128
"2013-03-25",2013-03-25,58.649128,24.164049
"2013-03-26",2013-03-26,58.340435,24.164049
"2013-03-27",2013-03-27,57.194225,24.34425
"2013-03-28",2013-03-28,56.002468,24.550192
"2013-04-01",2013-04-01,54.262909,24.550192
"2013-04-02",2013-04-02,54.374245,24.71323
"2013-04-03",2013-04-03,54.652573,24.507286
"2013-04-04",2013-04-04,54.112366,24.541615
"2013-04-05",2013-04-05,53.54052,24.627424
"2013-04-08",2013-04-08,53.921326,24.533031
"2013-04-09",2013-04-09,54.018742,25.408297
"2013-04-10",2013-04-10,55.120678,25.983221
"2013-04-11",2013-04-11,54.948608,24.833364
"2013-04-12",2013-04-12,54.375511,24.704655
"2013-04-15",2013-04-15,53.116703,24.618839
"2013-04-16",2013-04-16,53.925117,24.859106
"2013-04-17",2013-04-17,50.959652,24.738977
"2013-04-18",2013-04-18,49.599621,24.704655
"2013-04-19",2013-04-19,49.407326,25.545591
"2013-04-22",2013-04-22,50.437149,26.455177
"2013-04-23",2013-04-23,51.380939,26.257814
"2013-04-24",2013-04-24,51.296185,27.253204
"2013-04-25",2013-04-25,51.665596,27.407661
"2013-04-26",2013-04-26,52.781445,27.278946
"2013-04-29",2013-04-29,54.415989,27.98259
"2013-04-30",2013-04-30,56.017647,28.403057
"2013-05-01",2013-05-01,55.576118,28.076982
"2013-05-02",2013-05-02,56.3643,28.454546
"2013-05-03",2013-05-03,56.92857,28.737719
"2013-05-06",2013-05-06,58.286053,28.960823
"2013-05-07",2013-05-07,58.026691,28.583258
"2013-05-08",2013-05-08,58.682034,28.30867
"2013-05-09",2013-05-09,58.170086,28.02549
"2013-05-10",2013-05-10,57.686146,28.051237
"2013-05-13",2013-05-13,57.911564,28.342987
"2013-05-14",2013-05-14,56.525974,28.973791
"2013-05-15",2013-05-15,54.614445,29.250311
"2013-05-16",2013-05-16,55.344166,29.449068
"2013-05-17",2013-05-17,55.176052,30.131708
"2013-05-20",2013-05-20,56.407539,30.313187
"2013-05-21",2013-05-21,55.9911,30.11442
"2013-05-22",2013-05-22,56.206333,29.907045
"2013-05-23",2013-05-23,56.306931,29.509546
"2013-05-24",2013-05-24,56.690258,29.613247
"2013-05-28",2013-05-28,56.217793,30.261324
"2013-05-29",2013-05-29,56.664787,30.140348
"2013-05-30",2013-05-30,57.509109,30.269962
"2013-05-31",2013-05-31,57.273525,30.157629
"2013-06-03",2013-06-03,57.399609,30.753874
"2013-06-04",2013-06-04,57.220043,30.235403
"2013-06-05",2013-06-05,56.685169,30.053938
"2013-06-06",2013-06-06,55.83828,30.209484
"2013-06-07",2013-06-07,56.2649,30.822996
"2013-06-10",2013-06-10,55.893051,30.650181
"2013-06-11",2013-06-11,55.728752,30.105789
"2013-06-12",2013-06-12,55.039791,30.244043
"2013-06-13",2013-06-13,55.519913,30.002085
"2013-06-14",2013-06-14,54.767258,29.725578
"2013-06-17",2013-06-17,55.015598,30.244043
"2013-06-18",2013-06-18,54.986305,30.226763
"2013-06-19",2013-06-19,53.869446,29.88975
"2013-06-20",2013-06-20,53.084949,28.939234
"2013-06-21",2013-06-21,52.659611,28.749121
"2013-06-24",2013-06-24,51.26384,29.137974
"2013-06-25",2013-06-25,51.275295,29.09477
"2013-06-26",2013-06-26,50.694584,29.682362
"2013-06-27",2013-06-27,50.148239,29.915684
"2013-06-28",2013-06-28,50.498455,29.84655
"2013-07-01",2013-07-01,52.11454,29.691017
"2013-07-02",2013-07-02,53.295086,29.328081
"2013-07-03",2013-07-03,53.58926,29.388567
"2013-07-05",2013-07-05,53.158817,29.561394
"2013-07-08",2013-07-08,52.856995,29.665087
"2013-07-09",2013-07-09,53.786652,29.682362
"2013-07-10",2013-07-10,53.58036,29.984804
"2013-07-11",2013-07-11,54.415775,30.840281
"2013-07-12",2013-07-12,54.316441,30.822996
"2013-07-15",2013-07-15,54.434872,31.255056
"2013-07-16",2013-07-16,54.786354,31.341473
"2013-07-17",2013-07-17,54.800373,30.88349
"2013-07-18",2013-07-18,54.985031,30.62425
"2013-07-19",2013-07-19,54.117767,27.133228
"2013-07-22",2013-07-22,54.29097,27.660339
"2013-07-23",2013-07-23,53.358765,27.496155
"2013-07-24",2013-07-24,56.099354,27.617132
"2013-07-25",2013-07-25,55.843384,27.124592
"2013-07-26",2013-07-26,56.160473,27.323332
"2013-07-29",2013-07-29,57.02647,27.254204
"2013-07-30",2013-07-30,57.730732,27.522079
"2013-07-31",2013-07-31,57.630104,27.513439
"2013-08-01",2013-08-01,58.158611,27.366537
"2013-08-02",2013-08-02,58.904881,27.556644
"2013-08-05",2013-08-05,59.784882,27.392462
"2013-08-06",2013-08-06,59.250011,27.288773
"2013-08-07",2013-08-07,59.215637,27.703545
"2013-08-08",2013-08-08,59.097698,28.420763
"2013-08-09",2013-08-09,58.256748,28.25658
"2013-08-12",2013-08-12,59.911697,28.403479
"2013-08-13",2013-08-13,62.758842,28.046688
"2013-08-14",2013-08-14,63.903587,28.151119
"2013-08-15",2013-08-15,63.827976,27.663807
"2013-08-16",2013-08-16,64.394569,27.672503
"2013-08-19",2013-08-19,65.088066,27.31572
"2013-08-20",2013-08-20,64.233047,27.515871
"2013-08-21",2013-08-21,64.398415,27.50717
"2013-08-22",2013-08-22,64.475327,28.185926
"2013-08-23",2013-08-23,64.226639,30.239601
"2013-08-26",2013-08-26,64.476616,29.717489
"2013-08-27",2013-08-27,62.633221,28.94301
"2013-08-28",2013-08-28,62.929325,28.734158
"2013-08-29",2013-08-29,63.031914,29.195362
"2013-08-30",2013-08-30,62.4576,29.064837
"2013-09-03",2013-09-03,62.631935,27.742121
"2013-09-04",2013-09-04,63.927948,27.150383
"2013-09-05",2013-09-05,63.489521,27.176489
"2013-09-06",2013-09-06,63.867702,27.106876
"2013-09-09",2013-09-09,64.886833,27.55068
"2013-09-10",2013-09-10,63.408783,28.185926
"2013-09-11",2013-09-11,59.956573,28.490499
"2013-09-12",2013-09-12,60.594975,28.446989
"2013-09-13",2013-09-13,59.596348,28.742859
"2013-09-16",2013-09-16,57.701675,28.542709
"2013-09-17",2013-09-17,58.368282,28.655834
"2013-09-18",2013-09-18,59.568172,28.995213
"2013-09-19",2013-09-19,60.544979,29.273678
"2013-09-20",2013-09-20,59.918114,28.534012
"2013-09-23",2013-09-23,62.896011,28.490499
"2013-09-24",2013-09-24,62.698605,28.238142
"2013-09-25",2013-09-25,61.728176,28.290352
"2013-09-26",2013-09-26,62.329391,28.516605
"2013-09-27",2013-09-27,61.884579,28.951702
"2013-09-30",2013-09-30,61.115425,28.960409
"2013-10-01",2013-10-01,62.552456,29.221472
"2013-10-02",2013-10-02,62.757549,29.51734
"2013-10-03",2013-10-03,61.969196,29.465128
"2013-10-04",2013-10-04,61.920475,29.482533
"2013-10-07",2013-10-07,62.525539,28.977814
"2013-10-08",2013-10-08,61.652554,28.725452
"2013-10-09",2013-10-09,62.37682,28.777668
"2013-10-10",2013-10-10,62.767811,29.378107
"2013-10-11",2013-10-11,63.174194,29.700087
"2013-10-14",2013-10-14,63.588249,29.978548
"2013-10-15",2013-10-15,63.926674,30.013359
"2013-10-16",2013-10-16,64.238182,30.143885
"2013-10-17",2013-10-17,64.672722,30.387541
"2013-10-18",2013-10-18,65.235519,30.422359
"2013-10-21",2013-10-21,66.834076,30.448456
"2013-10-22",2013-10-22,66.643051,30.091673
"2013-10-23",2013-10-23,67.295547,29.378107
"2013-10-24",2013-10-24,68.186478,29.343296
"2013-10-25",2013-10-25,67.423714,31.092409
"2013-10-28",2013-10-28,67.926239,30.953175
"2013-10-29",2013-10-29,66.234116,30.909668
"2013-10-30",2013-10-30,67.287872,30.927073
"2013-10-31",2013-10-31,67.005836,30.81395
"2013-11-01",2013-11-01,66.663559,30.918375
"2013-11-04",2013-11-04,67.525009,31.275158
"2013-11-05",2013-11-05,67.358368,31.8843
"2013-11-06",2013-11-06,67.167526,33.224407
"2013-11-07",2013-11-07,66.080574,32.632671
"2013-11-08",2013-11-08,67.121124,32.876328
"2013-11-11",2013-11-11,66.926399,32.710987
"2013-11-12",2013-11-12,67.050186,32.510845
